Question,Answer
আবশ্যিকভাবে জন্য কী গবেষণার সুযোগ বিদ্যমান,আমাদের ইউনিভার্সিটি তে সর্বমোট ১৮০ জন অ্যাসিস্ট্যান্ট প্রফেসর এবং প্রফেসর আছেন যার মধ্যে বেশিরভাগই গবেষণা নিয়ে কাজ করছেন শিক্ষার্থীদের জন্য গবেষণার সুযোগ বিদ্যমান
কিভাবে স্টুডেন্ট লোন নিতে হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
কিভাবে স্টুডেন্ট লোন দিতে হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
কিভাবে স্টুডেন্ট লোন নেওয়ার হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
কিভাবে স্টুডেন্ট লোন নেয়ার হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
কিভাবে স্টুডেন্ট লোন বাধ্য হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
কীভাবে স্টুডেন্ট লোন নিতে হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
কখন স্টুডেন্ট লোন নিতে হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
শিখেছে স্টুডেন্ট লোন নিতে হয়,আমাদের ইউনিভার্সিটির অনলাইন ওয়েবসাইট থেকে লোন অ্যাপ্লিকেশন ফর্ম ডাউনলোড করে ফিলাপ করে সেটা ডিসি অফিসে জমা দিলে নিয়েছে অফিস থেকে মেইলের মাধ্যমে আপনাকে জানিয়ে দেওয়া হবে যে আপনি লোন পাবেন কি পাবেন না
সেমিস্টার ফি কিভাবে দিব,আপনি ঢাকা ব্যাংক সাউথইস্ট ব্যাংক সিটি ব্যাংক অথবা অনলাইনের চাইলে ডিবিবিএল নেক্সাস পে বিকাশ রকেট এর মাধ্যমে আমাদের সেমিস্টার ফি প্রদান করতে পারবেন
সেমিস্টার বাবদ কিভাবে দিব,আপনি ঢাকা ব্যাংক সাউথইস্ট ব্যাংক সিটি ব্যাংক অথবা অনলাইনের চাইলে ডিবিবিএল নেক্সাস পে বিকাশ রকেট এর মাধ্যমে আমাদের সেমিস্টার ফি প্রদান করতে পারবেন
সেমিস্টার ফি কিভাবে আসবো,আপনি ঢাকা ব্যাংক সাউথইস্ট ব্যাংক সিটি ব্যাংক অথবা অনলাইনের চাইলে ডিবিবিএল নেক্সাস পে বিকাশ রকেট এর মাধ্যমে আমাদের সেমিস্টার ফি প্রদান করতে পারবেন
সেমিস্টার ফি কিভাবে জানবেন,আপনি ঢাকা ব্যাংক সাউথইস্ট ব্যাংক সিটি ব্যাংক অথবা অনলাইনের চাইলে ডিবিবিএল নেক্সাস পে বিকাশ রকেট এর মাধ্যমে আমাদের সেমিস্টার ফি প্রদান করতে পারবেন
সেমিস্টার ফি কিভাবে যেতাম,আপনি ঢাকা ব্যাংক সাউথইস্ট ব্যাংক সিটি ব্যাংক অথবা অনলাইনের চাইলে ডিবিবিএল নেক্সাস পে বিকাশ রকেট এর মাধ্যমে আমাদের সেমিস্টার ফি প্রদান করতে পারবেন
সেমিস্টার ফি কিভাবে বলেছ,আপনি ঢাকা ব্যাংক সাউথইস্ট ব্যাংক সিটি ব্যাংক অথবা অনলাইনের চাইলে ডিবিবিএল নেক্সাস পে বিকাশ রকেট এর মাধ্যমে আমাদের সেমিস্টার ফি প্রদান করতে পারবেন
কয় কিস্তিতে সেমিস্টার ফি দেওয়া যাবে,তিন কিস্তিতে আপনি সেমিস্টার ফি দিতে পারবেন
কয় কিস্তিতে কোর্সটিতে ফি দেওয়া যাবে,তিন কিস্তিতে আপনি সেমিস্টার ফি দিতে পারবেন
কয় অভিধানটি সেমিস্টার ফি দেওয়া যাবে,তিন কিস্তিতে আপনি সেমিস্টার ফি দিতে পারবেন
কয় অভিধানটির সেমিস্টার ফি দেওয়া যাবে,তিন কিস্তিতে আপনি সেমিস্টার ফি দিতে পারবেন
কয় প্রতিরূপটি সেমিস্টার ফি দেওয়া যাবে,তিন কিস্তিতে আপনি সেমিস্টার ফি দিতে পারবেন
ঘরে বসে কিভাবে পেমেন্ট করব,"ঘরে বসে আপনি ডিবিবিএল নেক্সাস পে, বিকাশ, রকেট এর মাধ্যমে টাকা প্রদান করতে পারবেন"
ঘরে বসে কখন পেমেন্ট করব,"ঘরে বসে আপনি ডিবিবিএল নেক্সাস পে, বিকাশ, রকেট এর মাধ্যমে টাকা প্রদান করতে পারবেন"
ঘরে বসে শিখেছে পেমেন্ট করব,"ঘরে বসে আপনি ডিবিবিএল নেক্সাস পে, বিকাশ, রকেট এর মাধ্যমে টাকা প্রদান করতে পারবেন"
ঘরে মেলাও কিভাবে পেমেন্ট করব,"ঘরে বসে আপনি ডিবিবিএল নেক্সাস পে, বিকাশ, রকেট এর মাধ্যমে টাকা প্রদান করতে পারবেন"
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"ডেণ্টাল স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"পাবলিশার স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"রিপ্রেজেনটেটিভ স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"কোকুন স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কতো স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে রূপকল্পনা স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে শিখিয়েছিল স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে করেছো স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ যার পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ আগে পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ যদিও পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ ১৯৫০ পাশাপশি যদি সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি তাহলে সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি অবশ্যই সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি উদাহরণস্বরূপ সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
"অ্যাকাডেমিক স্ক্লার্শিপ এর পাশাপশি এক্ষেত্রে সিব্লিং ওয়েভার থাকে, তাহলে কত স্ক্লার্শিপ পাব",আপনার টোটাল ট্রাইমিস্টারে শুধুমাত্র ক্রেডিট ফি এর উপর আপনার সিব্লিং ওয়েভার ২০% প্রযোজ্য হবে এরপর সিব্লিং ওয়েভার প্রযোজ্য হওয়ার পর যে টাকাটা থাকবে আপনার সেটার উপর একাডেমি স্কলারশিপ যত পাবেন তত প্রযোজ্য হবে
জিপিএ ৫ এর স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
পরীক্ষার্থী ৫ এর স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
উত্তীর্ণদের ৫ এর স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
৯৮৭ ৫ এর স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
কিগ্রা ৫ এর স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
জিপিএ ৫ যার স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
জিপিএ ৫ আগে স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
জিপিএ ৫ যদিও স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
জিপিএ ৫ ১৯৫০ স্ক্লার্শিপ কি ৪ বছর থাকবে,জিপিএ ফাইভ এর স্কলারশিপ আপনার ধরে রাখার জন্য প্রতি সেমিস্টারে ৩.৫০ সিজিপিএ রাখতে হবে
রেজাল্ট কেমনে দেখব,আমাদের এলএমএস নামক একটি ওয়েবসাইট আছে যেটা আপনার ভর্তি হলে আপনাকে দেওয়া হবে সেখানে গিয়ে আপনি রেজাল্ট হিস্ট্রির আন্ডারে রেজাল্ট দেখতে পারবেন
ভালো সিজিপিএ কত,আমাদের ইউনিভার্সিটি তে ৩.৫০ পেলে স্কলারশিপ দেওয়া হয়। আপনি ধরতে পারেন ৩.৫ এর উপরেই ভালো সিজিপিএ
ভালো সিজিপিএ করেছো,আমাদের ইউনিভার্সিটি তে ৩.৫০ পেলে স্কলারশিপ দেওয়া হয়। আপনি ধরতে পারেন ৩.৫ এর উপরেই ভালো সিজিপিএ
ভাল সিজিপিএ কত,আমাদের ইউনিভার্সিটি তে ৩.৫০ পেলে স্কলারশিপ দেওয়া হয়। আপনি ধরতে পারেন ৩.৫ এর উপরেই ভালো সিজিপিএ
কিস্তির  টাকা মিস করলে কি ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
ভলিয়মে  টাকা মিস করলে কি ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
লিজের  টাকা মিস করলে কি ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
ফ্যাতাড়ুর  টাকা মিস করলে কি ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
উত্সর্গের  টাকা মিস করলে কি ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
সাঙ্গস্তির  টাকা মিস করলে সাঙ্গ ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
দেখেছস্তির  টাকা মিস করলে দেখেছ ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
জানোস্তির  টাকা মিস করলে জানো ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
ইয়াদোঁস্তির  টাকা মিস করলে ইয়াদোঁ ফাইন দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
কিস্তির  টাকা মিস করলে কি পারফরমিং দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
কিস্তির  টাকা মিস করলে কি পারফর্মিং দিতে হবে,জি কিস্তির টাকা মিস করলে আপনার একটা ফাইন দিতে হবে তিন কিস্তিতে যদি তিনবার মিস করেন তিনটা ফাইন হবে।
কিস্তির টাকা মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
ভলিয়মে টাকা মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
লিজের টাকা মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
ফ্যাতাড়ুর টাকা মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
উত্সর্গের টাকা মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির ব্যয়ে মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির ডলার মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির ₹ মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির লাখ মিস করলে কত ফাইন দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত ফাইন নিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত ফাইন দেয়ার হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত ফাইন দেবার হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত পারফরমিং দিতে হবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত ফাইন দিতে করবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত ফাইন দিতে অবশ্যই,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত ফাইন দিতে যাবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
কিস্তির টাকা মিস করলে কত ফাইন দিতে থাকবে,প্রতি কিস্তির টাকা মিস করার জন্য আপনার ১০০০ টাকা করে ফাইন দিতে হবে
ছেলে/মেয়ে  ক্লাস মিস দিলে কিভাবে জানবো,আপনাদের জন্য একটা প্যারেন্টস পোর্টাল থাকবে যেখানে আপনি চেক করতে পারবেন আপনার ছেলে-মেয়ে অ্যাটেনডেন্স কতদিন দিয়েছে
ছেলে/মেয়ে  ক্লাস মিস দিয়েছ কিভাবে জানবো,আপনাদের জন্য একটা প্যারেন্টস পোর্টাল থাকবে যেখানে আপনি চেক করতে পারবেন আপনার ছেলে-মেয়ে অ্যাটেনডেন্স কতদিন দিয়েছে
ছেলে/মেয়ে  ক্লাস মিস বন্ধ্যত্ব কিভাবে জানবো,আপনাদের জন্য একটা প্যারেন্টস পোর্টাল থাকবে যেখানে আপনি চেক করতে পারবেন আপনার ছেলে-মেয়ে অ্যাটেনডেন্স কতদিন দিয়েছে
মেয়ে/মেয়ে  ক্লাস মিস দিলে কিভাবে জানবো,আপনাদের জন্য একটা প্যারেন্টস পোর্টাল থাকবে যেখানে আপনি চেক করতে পারবেন আপনার ছেলে-মেয়ে অ্যাটেনডেন্স কতদিন দিয়েছে
মেয়ের/মেয়ে  ক্লাস মিস দিলে কিভাবে জানবো,আপনাদের জন্য একটা প্যারেন্টস পোর্টাল থাকবে যেখানে আপনি চেক করতে পারবেন আপনার ছেলে-মেয়ে অ্যাটেনডেন্স কতদিন দিয়েছে
ডানপিটে/মেয়ে  ক্লাস মিস দিলে কিভাবে জানবো,আপনাদের জন্য একটা প্যারেন্টস পোর্টাল থাকবে যেখানে আপনি চেক করতে পারবেন আপনার ছেলে-মেয়ে অ্যাটেনডেন্স কতদিন দিয়েছে
ছেলের/মেয়ে  ক্লাস মিস দিলে কিভাবে জানবো,আপনাদের জন্য একটা প্যারেন্টস পোর্টাল থাকবে যেখানে আপনি চেক করতে পারবেন আপনার ছেলে-মেয়ে অ্যাটেনডেন্স কতদিন দিয়েছে
ক্রেডিট ট্রান্সফার করা যায়,জি আপনি অন্যান্য ইউনিভার্সিটি তে ক্রেডিট ট্রান্সফার করতে পারবেন
ক্রেডিট অপারেট করা যায়,জি আপনি অন্যান্য ইউনিভার্সিটি তে ক্রেডিট ট্রান্সফার করতে পারবেন
ক্রেডিট বিল্ড করা যায়,জি আপনি অন্যান্য ইউনিভার্সিটি তে ক্রেডিট ট্রান্সফার করতে পারবেন
ক্রেডিট ট্রান্সফারের করা যায়,জি আপনি অন্যান্য ইউনিভার্সিটি তে ক্রেডিট ট্রান্সফার করতে পারবেন
কার্ডের ট্রান্সফার করা যায়,জি আপনি অন্যান্য ইউনিভার্সিটি তে ক্রেডিট ট্রান্সফার করতে পারবেন
কার্ডে ট্রান্সফার করা যায়,জি আপনি অন্যান্য ইউনিভার্সিটি তে ক্রেডিট ট্রান্সফার করতে পারবেন
বিদেশি ইউনিভার্সিটি এর সাথে পার্টনারশিপ আছে,প্রতি সেমিস্টারে আমাদের কয়েকটা প্রোগ্রাম থাকে যেমন মালয়েশিয়ার যাওয়ার প্রোগ্রাম বা ক্যানাডায় যাওয়ার প্রোগ্রাম আপনার যদি ৮০ ক্রেডিট কমপ্লিট হয়ে থাকে তখন আপনি তার জন্য এপ্লাই করতে পারবেন
বিদেশি ইউনিভার্সিটির এর সাথে পার্টনারশিপ আছে,প্রতি সেমিস্টারে আমাদের কয়েকটা প্রোগ্রাম থাকে যেমন মালয়েশিয়ার যাওয়ার প্রোগ্রাম বা ক্যানাডায় যাওয়ার প্রোগ্রাম আপনার যদি ৮০ ক্রেডিট কমপ্লিট হয়ে থাকে তখন আপনি তার জন্য এপ্লাই করতে পারবেন
